Region,Species,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
MIMAROPA Region,Indian mackerel ,1139.0,1367.0,1877.81,1931.71,2189.96,2039.21,2301.04,2450.91,2835.59,2078.56,2112.73,2146.73,2069.7,2137.18,1918.22,1735.71,1396.66,1347.35,991.2200000000001,1064.35,930.03,462.68,877.79
MIMAROPA Region,Bali sardinella ,2041.0,2185.0,3657.09,3431.97,3677.3300000000004,3511.25,3394.8899999999994,2485.87,2994.08,2441.38,2720.6499999999996,2690.1800000000003,2917.76,2877.45,3264.95,3119.55,3089.54,2711.6499999999996,2675.17,2398.08,841.3699999999999,698.24,1372.1100000000001
MIMAROPA Region,Indo-pacific mackerel ,771.0,810.0,1361.6399999999999,1407.8799999999999,1454.1799999999998,1279.1499999999999,1097.63,1182.22,1666.22,1509.49,1583.9299999999998,1593.73,1729.1000000000001,1427.77,2502.7000000000003,2396.94,2276.7,1737.3300000000002,1550.11,1254.5,1516.92,59.769999999999996,161.99
MIMAROPA Region,Mullet ,14.666666666666666,6.0,9.5,10.620000000000001,9.3,44.11,59.269999999999996,48.86,26.509999999999998,17.64,30.160000000000004,39.17,43.1,55.45,18.586666666666666,24.76,32.5,22.79,22.88,23.94,9.346666666666666,6.4,1.72
MIMAROPA Region,Parrot fish ,211.0,246.0,175.03,169.32999999999998,172.89999999999998,238.78,418.15,309.82,397.65,327.23,376.06,345.27,300.31,249.59,204.65999999999997,194.45999999999998,171.51999999999998,56.43,70.18,54.730000000000004,40.34,38.24,68.64
MIMAROPA Region,Porgies ,337.0,213.0,207.03,254.3,306.0,490.3,589.02,480.39,412.44,395.5,341.65000000000003,281.57,300.33000000000004,295.48,166.66,126.69,212.61,257.71,326.05,664.01,627.86,62.16,
MIMAROPA Region,Round herring ,17.333333333333332,142.0,138.2,148.54,208.35,462.5,267.56,226.75,268.90999999999997,243.3,335.88,272.66,291.01,293.51,204.73999999999998,208.45000000000002,186.65,157.45,113.41000000000001,201.78,37.18,118.42666666666668,6.48
MIMAROPA Region,Roundscad ,6907.0,8992.0,9768.16,9841.96,10552.060000000001,9918.88,9271.42,7760.959999999999,8094.69,8702.68,9277.98,8976.45,9220.32,8569.56,7029.54,6675.6900000000005,5840.83,7642.24,7951.339999999999,8136.5199999999995,8246.029999999999,15978.990000000002,12292.230000000001
MIMAROPA Region,Siganid ,8.0,12.0,26.53,49.28,68.2,375.73,336.79,320.40000000000003,309.48,388.63,354.02,303.25,337.26,404.49,331.71000000000004,342.61,346.78999999999996,199.32,194.44,155.84,117.8,74.8,121.3
MIMAROPA Region,Skipjack ,1428.0,1688.0,1652.65,1671.18,1961.2399999999998,2058.96,1968.62,2445.1000000000004,1861.6200000000001,1638.82,1605.56,1603.2,1655.39,1603.06,1112.8,953.26,773.29,752.6999999999999,691.14,611.5799999999999,940.04,2843.0899999999997,4291.92
MIMAROPA Region,Slipmouth ,5277.0,5485.0,4527.33,4231.28,3786.8999999999996,3583.5,3185.7000000000003,2584.09,2941.13,2937.06,2809.67,3317.6299999999997,3503.0,2563.0400000000004,2618.56,2596.08,1963.0100000000002,1545.0700000000002,1456.94,1343.77,225.04000000000002,58.16,70.77333333333334
MIMAROPA Region,Snapper ,69.0,75.0,247.29,289.09999999999997,316.4,697.17,616.06,569.7,520.5,595.5899999999999,601.43,560.35,547.48,633.19,444.87,410.81,365.24,340.58000000000004,478.82,565.4,260.84000000000003,116.49000000000001,786.56
MIMAROPA Region,Spanish mackerel ,32.0,51.0,45.08,68.84,92.94,268.29999999999995,317.3,248.61,248.03,287.08,263.56,242.03000000000003,222.14,260.47,259.78,278.04,229.12,293.87,278.09,445.47,205.06,134.28,104.87
MIMAROPA Region,Squid ,1449.0,1394.0,1473.77,1519.73,1486.6000000000001,1416.85,1343.63,985.39,1027.74,980.91,1047.6200000000001,1019.8699999999999,1027.94,911.4000000000001,1299.27,1447.7900000000002,1378.7399999999998,932.98,845.43,1021.77,650.49,591.3399999999999,484.71999999999997
MIMAROPA Region,Threadfin bream ,772.0,864.0,670.53,703.01,759.0,860.35,951.4100000000001,805.12,827.2,781.79,873.81,826.8000000000001,835.64,955.9300000000001,566.0999999999999,506.33,275.52,192.72000000000003,381.5,327.41,105.99,39.22,156.97
MIMAROPA Region,Yellowfin tuna ,3147.0,2968.0,3381.21,4602.63,5378.62,5076.01,4369.219999999999,3318.29,2886.1,2512.05,2672.39,2809.98,2429.16,2178.44,1241.6499999999999,1492.37,1507.09,1200.51,1042.8899999999999,1125.3,668.21,539.09,1178.45
MIMAROPA Region,Others,2444.0,2411.0,2607.3199999999997,2613.12,2550.9,2453.46,1675.25,2823.59,2595.22,1973.9,2649.14,2167.5,2257.95,2358.06,1587.27,1488.59,967.71,708.1,460.05999999999995,773.58,2088.37,1044.82,1659.98
Region V ,Acetes ,,,4.0,,,,,40.0,12.0,,,,,23.52,11.72,9.2,25.200000000000003,45.06666666666667,36.04,54.266666666666666,147.94666666666666,187.78,32.05
Region V ,Anchovies ,4993.0,5915.0,6076.16,6173.7,5516.74,5752.05,8075.13,8061.5,8419.1,8518.539999999999,9381.960000000001,9636.5,9789.89,8566.12,7477.91,6927.94,5844.27,4395.55,2869.81,2317.07,4756.5,2512.21,3803.3099999999995
Region V ,Big-eyed scad ,112.0,176.0,193.0,832.22,796.8299999999999,1109.46,1225.84,1315.1899999999998,1492.93,1575.35,1638.1200000000001,2157.06,2188.38,2099.16,2033.25,1926.8,1541.1899999999998,1112.99,1126.18,1092.41,1288.21,826.5400000000001,625.5699999999999
Region V ,Bigeye tuna ,,,,78.0,148.18,304.86,383.84,250.33,434.92999999999995,490.64,506.8,485.84000000000003,515.5,545.6,649.1,754.43,730.22,556.56,525.15,441.64,331.51,304.53,227.45
Region V ,Blue crab ,104.0,103.0,117.55,110.93,114.88,177.81,196.29,168.04000000000002,147.1,127.50999999999999,85.55,114.75999999999999,132.42000000000002,47.269999999999996,49.050000000000004,53.62,60.68000000000001,59.91,60.7,52.989999999999995,58.11000000000001,46.010000000000005,22.6
Region V ,Caesio ,,,26.666666666666668,93.36,86.24000000000001,86.22,101.28,109.54999999999998,104.23,188.73,263.18,283.69,296.44,258.67,230.43,240.92000000000002,200.91,162.85,160.23000000000002,131.75,77.92999999999999,30.67,21.12
Region V ,Cavalla ,10.666666666666666,129.0,106.0,148.85999999999999,139.7,223.97,318.9,331.09,333.53,334.85999999999996,356.02,318.91999999999996,205.14000000000001,186.79000000000002,145.94,131.70999999999998,150.64,133.24,93.89,97.42,141.37,57.71,102.08999999999999
Region V ,Crevalle ,55.0,106.0,106.11,179.37,159.0,289.78,397.9,430.34000000000003,459.37,492.31,510.86,520.51,459.68,291.28,748.7300000000001,661.8,258.14,229.33,166.48,154.99,338.68,266.78999999999996,224.7
Region V ,Eastern little tuna ,,,31.0,198.0,252.0,225.67999999999998,306.15,588.25,641.02,549.71,578.57,441.94000000000005,439.91999999999996,429.13,428.88,454.05999999999995,780.5999999999999,448.49,420.15,433.75,346.41999999999996,136.97,11.479999999999999
Region V ,Fimbriated sardines ,5660.0,7918.0,8342.28,17799.44,17102.83,16393.31,15315.949999999999,17170.91,17816.0,17471.14,17418.58,16921.940000000002,16164.59,14812.69,14007.359999999999,15235.349999999999,21494.92,15077.26,7213.09,2889.8,2624.3999999999996,888.81,520.14
Region V ,Flying fish ,,242.0,228.0,107.76,50.86,17.459999999999997,125.04999999999998,206.7866666666667,190.76,181.79000000000002,275.0,270.78000000000003,265.59,343.45,206.81,81.13,71.41,58.66,138.58,95.78,97.59,111.68000000000002,71.91
Region V ,Frigate tuna ,2704.0,2684.0,2620.71,2753.3399999999997,2818.78,3553.4500000000003,3161.88,3853.5200000000004,3641.99,3578.12,3655.52,4014.8700000000003,4234.5,3905.84,3545.58,3559.9,3143.5099999999998,2575.4300000000003,2487.83,2177.5699999999997,1763.54,1435.14,2310.32
Region V ,Goatfish ,95.0,252.0,232.5,313.62,344.9,400.78,376.13,462.67999999999995,556.76,575.4200000000001,530.0699999999999,558.69,540.02,204.94,358.48,369.68999999999994,307.96999999999997,128.82,156.45,118.57,67.69000000000001,60.489999999999995,74.58
Region V ,Grouper ,,30.0,28.0,51.21,26.0,80.35000000000001,50.06,53.839999999999996,45.1,60.63999999999999,82.99000000000001,196.48,200.49,180.93,167.16,184.34,174.81,148.73999999999998,144.5,149.43,136.3,124.11999999999999,44.36
Region V ,Hairtail ,28.0,42.0,48.0,134.34,105.45,143.26999999999998,191.9,323.38,329.18,333.96,323.45,207.61,183.38,170.64,131.18,185.0,220.05,189.19,164.02999999999997,65.3,123.86,76.08,140.96
Region V ,Indian mackerel ,1770.0,1845.0,1720.67,1711.37,2053.94,1797.69,1907.4999999999998,2348.96,2599.45,2653.36,2495.88,2401.7200000000003,2436.37,2385.3,1997.44,1803.6399999999999,1571.38,1215.5,1084.05,1090.63,1725.02,726.73,422.27
Region V ,Bali sardinella ,962.0,2012.0,2096.42,3109.26,2904.35,3746.0999999999995,4819.09,5935.539999999999,6726.0599999999995,6946.970000000001,7597.58,7026.68,6974.110000000001,5802.14,5160.03,5296.68,4863.2699999999995,3580.5200000000004,31654.7,23959.699999999997,15819.07,17533.78,17613.06
Region V ,Indo-pacific mackerel ,352.0,305.0,261.06,318.35,343.5,339.73,288.83,423.41999999999996,476.90999999999997,547.81,472.92,354.64,351.4,246.19,441.55,266.91,173.23000000000002,111.36,35.57,48.18,89.63,57.690000000000005,90.27
Region V ,Mullet ,,184.0,61.333333333333336,82.38,73.47,76.24000000000001,350.51,223.38666666666666,164.76000000000002,144.99,118.52,101.66666666666667,92.22666666666667,80.01333333333334,56.93,39.84,53.84,27.759999999999998,20.893333333333334,15.853333333333333,359.18,65.60000000000001,126.77000000000001
Region V ,Parrot fish ,,12.0,34.666666666666664,52.266666666666666,67.6,68.65,83.23,105.24,159.48,163.16,103.45333333333333,109.09333333333333,157.12,22.4,,12.46,17.119999999999997,6.946666666666667,8.226666666666667,6.57,20.37,4.08,10.32
Region V ,Porgies ,224.0,8.0,26.0,56.0,22.0,28.25,23.38,19.76,15.059999999999999,14.389999999999999,30.14,34.693333333333335,27.346666666666664,19.36,15.106666666666667,268.84,334.25333333333333,,,1.9,14.180000000000001,6.38,3.7800000000000002
Region V ,Round herring ,369.0,298.0,324.05,385.3,417.0,571.6,532.84,320.66,350.75,383.88,319.28,373.39,545.71,165.65,96.1,41.910000000000004,33.13999999999999,38.32,34.02666666666667,17.12,360.02,38.769999999999996,31.85
Region V ,Roundscad ,11954.0,13895.0,13515.509999999998,13740.050000000001,12640.53,13864.96,13794.559999999998,15345.86,17106.89,17044.699999999997,16737.84,17238.36,17256.75,17016.76,15726.29,13068.94,10683.07,6988.200000000001,5638.099999999999,5191.070000000001,4033.3599999999997,1974.5,2301.7799999999997
Region V ,Siganid ,,20.0,36.0,145.87,128.0,173.88,169.42000000000002,213.06,217.54000000000002,218.33999999999997,216.2,186.11,135.93,21.17,16.84,24.96,55.66,3.7066666666666666,1.82,2.44,42.81999999999999,4.8933333333333335,55.1
Region V ,Skipjack ,1413.0,916.0,884.03,638.48,668.87,971.6199999999999,762.7500000000001,695.21,765.9800000000001,690.85,651.63,617.26,394.28,337.08,378.02,393.92,722.95,391.45000000000005,413.90000000000003,347.63,644.59,481.21,1252.52
Region V ,Slipmouth ,1414.0,1589.0,1579.49,1319.21,1191.45,1496.3300000000002,1717.73,1882.8600000000001,1863.13,1912.08,1801.83,1927.1799999999998,1779.96,1692.73,2051.29,2293.13,1841.3400000000001,986.45,699.93,394.97,606.8499999999999,453.94000000000005,365.15000000000003
Region V ,Snapper ,4.0,29.333333333333332,97.33333333333333,96.7,77.0,72.05000000000001,65.08,57.57000000000001,52.59,78.19,74.9,65.35000000000001,52.72,41.199999999999996,43.87,200.46,118.41999999999999,42.44,84.16999999999999,47.699999999999996,51.550000000000004,28.96,118.16
Region V ,Spanish mackerel ,4.0,13.333333333333334,17.333333333333332,67.55,59.019999999999996,170.61,183.37,181.26,200.46,216.98000000000002,345.68,464.74,609.4399999999999,505.81000000000006,544.0899999999999,570.52,511.08000000000004,445.27,435.32,495.82,408.93,352.77,221.51
Region V ,Squid ,285.0,337.0,408.61,474.74,508.84000000000003,731.0999999999999,896.51,796.27,907.03,887.52,865.55,977.8100000000001,974.6400000000001,864.58,687.9,698.63,571.89,593.12,420.06,449.04,362.13,306.94,2236.9000000000005
Region V ,Threadfin bream ,196.0,257.0,251.0,306.99,297.1,359.26,510.49,599.3199999999999,566.51,628.0699999999999,621.31,598.4,547.5400000000001,494.94,492.25,527.75,347.46,170.23000000000002,118.85000000000001,57.78,59.120000000000005,74.91,1156.5300000000002
Region V ,Yellowfin tuna ,1038.0,574.0,517.48,504.34,454.76,817.0400000000001,841.23,1100.3400000000001,920.61,880.1800000000001,920.72,885.56,931.9000000000001,691.1300000000001,752.06,826.54,832.56,768.19,952.4200000000001,858.73,767.49,698.1400000000001,1773.8300000000002
Region V ,Others,1948.0,2223.0,2061.74,847.81,688.57,762.5000000000001,1709.2900000000002,1902.16,1248.94,1164.0900000000001,1214.5,1134.88,1331.54,1019.61,1028.41,1150.81,940.54,700.7,540.66,246.75,1217.4299999999998,1036.01,1071.85
Region VI ,Acetes ,2120.0,2476.0,2309.0266666666666,1110.54,898.0,735.3,711.13,949.41,1240.42,1135.88,624.7333333333333,326.49,422.91999999999996,829.31,2523.8399999999997,143.18,213.27,98.82000000000001,62.56,34.013333333333335,12.12,160.85000000000002,11.56
Region VI ,Anchovies ,2523.0,2621.0,2628.33,2358.7,2391.87,2638.02,2633.3599999999997,1988.0500000000002,1639.83,1920.29,1525.58,1150.48,741.72,612.1999999999999,720.22,978.23,809.63,725.1600000000001,779.46,712.39,1653.3500000000001,1344.77,1237.8
Region VI ,Big-eyed scad ,2435.0,2530.0,2634.91,2468.33,2554.05,2692.83,3533.6000000000004,2852.9900000000002,2704.46,2859.6600000000003,2292.2799999999997,3035.09,2958.1499999999996,3315.8,2520.61,2176.42,3258.31,3863.5999999999995,4354.39,3423.54,5894.04,4486.32,3430.94
Region VI ,Bigeye tuna ,,,,259.77,396.15999999999997,482.03999999999996,576.34,50.480000000000004,135.25,181.47,246.91,297.15,581.81,662.3400000000001,494.63,363.38,557.96,1330.4399999999998,1021.79,629.41,2993.76,1196.04,552.64
Region VI ,Blue crab ,747.0,770.0,517.11,525.8,512.36,712.2099999999999,1003.97,909.59,703.87,647.85,414.61,254.76000000000002,269.62,213.04000000000002,428.89,522.05,309.39,376.0,394.32,303.5,185.26,343.96999999999997,189.9
Region VI ,Caesio ,135.0,159.0,153.12,143.13,194.67,233.62,394.53000000000003,292.62,254.88,575.8900000000001,307.53,281.92,316.73,324.43,265.83,168.73,160.84,262.86,320.5,220.14,155.8,245.72,350.36
Region VI ,Cavalla ,137.0,171.0,175.23000000000002,497.3,545.07,840.06,1058.72,1197.27,2442.77,2499.6099999999997,1684.9899999999998,1272.1399999999999,1510.51,1595.1100000000001,939.6299999999999,360.45,422.59000000000003,485.19,345.27000000000004,822.2,1326.2999999999997,263.61999999999995,316.13
Region VI ,Crevalle ,10544.0,9576.0,9488.99,9163.49,9049.060000000001,7741.21,6970.0599999999995,7190.360000000001,6427.96,5940.33,5477.209999999999,4536.74,4631.219999999999,3806.0,5205.23,4026.5299999999997,2382.19,1954.77,1880.6599999999999,2429.05,2045.9900000000002,1755.58,1966.4700000000003
Region VI ,Eastern little tuna ,6161.0,6934.0,6952.729999999999,7234.58,7662.77,6742.959999999999,465.40999999999997,1685.04,1554.5099999999998,697.03,403.29,376.68,327.54999999999995,344.98,211.26000000000002,409.1,1321.4499999999998,162.62,365.43999999999994,538.3399999999999,1146.75,632.79,1723.9800000000002
Region VI ,Fimbriated sardines ,7530.0,8468.0,8167.040000000001,8288.32,8314.220000000001,8776.0,9230.86,10718.53,8651.29,7492.22,6887.26,4740.55,9996.21,3031.8799999999997,4237.33,5780.77,3692.83,3300.79,1291.5099999999998,2091.42,3627.52,5772.28,2756.68
Region VI ,Flying fish ,84.0,38.0,20.0,6.533333333333333,20.450000000000003,59.28,144.51,131.60000000000002,21.790000000000003,27.380000000000003,27.0,21.490000000000002,21.02,24.889999999999997,184.54000000000002,114.26,106.19999999999999,59.8,139.58,212.29000000000002,200.14999999999998,181.7,168.22
Region VI ,Frigate tuna ,2777.0,2827.0,2446.42,1928.5,2012.81,1937.04,1983.5000000000002,2397.1800000000003,2180.9700000000003,1350.47,1213.35,2131.59,1850.53,2549.5,1980.2800000000002,2039.33,978.02,617.7,686.26,1081.75,920.0799999999999,1591.26,2378.4300000000003
Region VI ,Goatfish ,4519.0,3960.0,3935.03,3787.9700000000003,3816.36,3830.83,4016.74,5574.950000000001,5817.530000000001,5096.73,3990.5700000000006,3923.22,3664.4700000000003,3262.29,1856.5,2083.29,2681.5899999999997,2541.71,2696.87,1847.3300000000002,1904.52,1269.04,1918.63
Region VI ,Grouper ,1595.0,1457.0,927.01,912.91,1046.31,829.0799999999999,823.1600000000001,495.14000000000004,339.35,273.21999999999997,108.57000000000001,138.88,116.13,84.21,216.87,210.13,80.53,67.35,108.07999999999998,87.16,533.47,321.46999999999997,314.28999999999996
Region VI ,Hairtail ,1841.0,1645.0,1587.99,1576.21,1924.7300000000002,1929.3400000000001,1935.67,2074.7200000000003,2499.7799999999997,2220.19,2049.19,1671.1,1394.71,1109.54,506.19,520.75,494.92999999999995,548.5899999999999,399.59,378.66999999999996,899.98,889.51,653.5
Region VI ,Indian mackerel ,3699.0,3753.0,3530.11,4255.0199999999995,3592.47,4131.99,4505.68,3739.38,3482.84,4532.32,3645.41,4251.07,3789.4300000000003,3559.88,2184.36,2525.23,1822.27,3112.3999999999996,2847.69,1835.8899999999999,1876.1100000000001,2893.8,3553.91
Region VI ,Bali sardinella ,7780.0,6188.0,6121.21,6466.91,3827.72,4715.53,3948.9700000000003,4482.15,5196.21,4456.09,4432.54,3511.72,3159.03,3093.31,4211.23,5991.27,6400.370000000001,7713.369999999999,8247.94,8112.45,9562.89,9977.27,8360.419999999998
Region VI ,Indo-pacific mackerel ,3990.0,4884.0,4431.549999999999,5103.17,4050.67,3768.94,3477.91,3989.01,3765.65,4670.14,3585.86,2627.91,2321.2,2146.8199999999997,2406.68,3491.01,3333.62,1815.2199999999998,2224.6899999999996,1752.2800000000002,2022.3200000000002,3362.9399999999996,6179.450000000001
Region VI ,Mullet ,619.0,563.0,482.29,376.04999999999995,417.22,459.95000000000005,532.35,604.26,621.16,565.51,204.43999999999997,140.36,66.99,20.81,28.64,16.74,19.05,23.66,39.53,49.010000000000005,192.35,222.80999999999997,197.04000000000002
Region VI ,Parrot fish ,152.0,65.33333333333333,59.17,56.12,114.4,83.37,68.91,57.919999999999995,55.92,44.040000000000006,44.61,54.44,59.919999999999995,71.74,86.63,103.38,77.32,31.990000000000002,40.71000000000001,47.51,59.769999999999996,68.92,97.78
Region VI ,Porgies ,1821.0,1857.0,1808.65,1566.46,1423.49,1473.71,1995.04,3027.12,3543.56,3862.88,3435.2299999999996,3068.08,2476.71,1763.69,776.63,807.19,481.22,359.53000000000003,122.35000000000001,82.48,135.67000000000002,127.07,152.78
Region VI ,Round herring ,1400.0,1319.0,1120.65,890.22,902.3900000000001,1019.6600000000001,1120.4499999999998,883.7300000000001,538.76,483.85,428.63,437.64,354.33000000000004,270.67999999999995,291.73,147.63,125.16,159.93,204.27999999999997,38.71,93.69,130.87,140.32
Region VI ,Roundscad ,7454.0,8340.0,7759.48,7761.68,6365.57,7567.26,7032.66,7282.22,8402.52,7839.459999999999,7787.03,9121.08,9228.9,8357.89,7599.389999999999,9132.94,6090.870000000001,6671.5199999999995,7035.99,7786.360000000001,8443.84,7759.4,12369.08
Region VI ,Siganid ,24.0,20.0,17.8,30.560000000000002,75.67,109.82,181.04000000000002,113.03,110.67999999999999,83.73,61.54999999999999,129.33,76.08,71.17,58.949999999999996,105.13,86.29,58.89999999999999,59.05,222.08999999999997,124.69999999999999,144.49,135.26
Region VI ,Skipjack ,1770.0,1613.0,1532.44,1632.9,1400.79,1423.4099999999999,1378.53,1539.92,1435.6,1467.69,1303.17,1450.33,1296.6599999999999,1177.8899999999999,1241.55,732.87,804.18,752.55,984.5899999999999,1612.6100000000001,1933.53,2125.16,4627.74
Region VI ,Slipmouth ,12250.0,11667.0,10927.470000000001,10416.06,10019.51,8561.26,8315.55,7580.130000000001,6195.45,6002.96,5058.57,4481.74,4769.08,4246.17,2913.3599999999997,3530.55,3511.54,3222.19,2964.14,2733.17,3405.01,2545.41,2141.53
Region VI ,Snapper ,777.0,764.0,714.41,628.0799999999999,585.63,632.5899999999999,695.48,699.0899999999999,802.88,1346.06,1099.81,1071.81,615.68,366.26,421.03000000000003,410.34,268.25,355.22,224.45,225.7,271.4,387.59000000000003,336.52
Region VI ,Spanish mackerel ,980.0,1004.0,953.94,850.3799999999999,987.3399999999999,1083.7399999999998,1211.36,1146.6599999999999,1004.4300000000001,874.8600000000001,930.8100000000001,761.24,813.58,788.57,427.4,200.32,353.85999999999996,269.44,516.54,340.59,149.47000000000003,262.03000000000003,288.41999999999996
Region VI ,Squid ,4740.0,4738.0,4559.19,4378.79,4133.18,4809.09,3822.21,4155.11,4565.04,4160.01,3695.82,5553.5599999999995,5360.17,5035.790000000001,3408.45,3735.4799999999996,3912.16,3094.5999999999995,2590.09,2162.37,4071.7599999999998,2408.54,1606.7800000000002
Region VI ,Threadfin bream ,4448.0,4613.0,4306.860000000001,3756.9299999999994,3565.95,3127.8099999999995,2995.64,3737.84,3786.26,4465.29,4274.860000000001,3362.9800000000005,3331.15,3273.5200000000004,1944.84,2399.2,1938.42,2673.23,2619.56,2183.7799999999997,2624.5299999999997,2603.99,2988.38
Region VI ,Yellowfin tuna ,3123.0,3463.0,3710.49,2694.7599999999998,2234.84,2225.7,2064.86,2133.85,1697.1100000000001,1698.6699999999998,1138.6,1585.2400000000002,1423.77,1353.1,1190.94,1122.57,1091.3600000000001,590.0,745.97,675.48,2121.6200000000003,2149.38,2130.44
Region VI ,Others,19749.0,22880.0,22261.450000000004,23706.59,26046.93,27639.280000000002,32485.420000000002,25479.39,23181.399999999998,24336.909999999996,26397.5,25787.14,19559.7,18252.55,21834.11,18551.05,18832.539999999997,21166.879999999997,19971.61,14972.46,14379.08,13732.36,12117.31
Region VII ,Acetes ,,,,,,,,,,81.0,37.36,28.0,,4.32,,15.92,4.28,,,,,,
Region VII ,Anchovies ,353.0,408.0,377.76,343.0,231.4,72.0,20.66,46.879999999999995,519.42,727.75,664.98,432.17,472.24,458.39,492.92999999999995,407.4,525.1700000000001,873.27,994.3100000000001,169.76999999999998,986.06,745.53,985.81
Region VII ,Big-eyed scad ,2336.0,3019.0,2944.5099999999998,2374.81,1985.5500000000002,2708.91,2516.58,2677.1200000000003,2452.51,2117.12,2599.72,2354.6600000000003,1888.4,2129.77,1608.0100000000002,1150.45,1621.1200000000001,1899.3600000000001,2355.42,3146.7299999999996,1625.8700000000001,2163.34,2865.67
Region VII ,Bigeye tuna ,,,,146.68,393.46000000000004,297.34000000000003,294.51,68.75,85.02666666666666,53.21,27.73,28.700000000000003,51.58,17.813333333333336,12.149999999999999,132.46,84.06,3.8,,299.76,32.72,,
Region VII ,Blue crab ,,4.0,,3.24,0.6799999999999999,1.1,5.98,5.5,4.8,4.2,4.2,4.266666666666667,0.96,,,,,,,,,,
Region VII ,Caesio ,185.0,142.0,156.32,177.31,128.1,149.54,102.72,61.6,57.0,43.1,28.439999999999998,28.95,4.970000000000001,4.94,41.74,69.09333333333333,28.36,74.58666666666667,52.133333333333326,113.96,45.333333333333336,11.52,5.2
Region VII ,Cavalla ,108.0,118.0,119.64000000000001,255.67,282.39,389.42,413.1,262.20000000000005,258.9,253.09,266.27,235.47000000000003,179.77,208.89,360.48,155.51999999999998,62.42,81.30000000000001,62.06,60.099999999999994,7.5,130.69333333333336,20.09
Region VII ,Crevalle ,1623.0,1424.0,1437.04,746.26,630.64,620.9,651.06,567.27,474.81,473.48999999999995,504.69,1198.35,908.6800000000001,1187.1899999999998,754.7,344.49999999999994,72.66666666666666,24.76,48.41333333333333,95.54666666666667,8.76,63.89333333333334,62.67
Region VII ,Eastern little tuna ,267.0,203.0,205.09,637.1,880.84,1887.6299999999999,1865.8799999999999,1572.85,1254.85,880.6899999999999,825.6,703.0,545.0,410.96000000000004,255.76999999999998,391.5799999999999,343.55,314.1866666666666,604.4000000000001,152.92,31.066666666666666,253.66666666666666,112.34
Region VII ,Fimbriated sardines ,6241.0,4428.0,4559.7300000000005,5804.44,5847.81,6528.89,6296.5,4896.87,4460.969999999999,4568.68,3316.92,2322.4900000000002,1707.0500000000002,1901.0,2477.15,2257.42,1811.0,1584.7400000000002,1619.58,1857.53,2488.34,2187.8,2961.77
Region VII ,Flying fish ,87.0,1728.0,1613.98,1451.8,1262.35,337.56,322.27,212.76000000000002,510.94,294.03,178.21000000000004,325.4,522.18,449.66999999999996,478.40000000000003,239.88,718.5699999999999,317.48,496.16999999999996,281.78999999999996,697.62,516.49,829.1999999999999
Region VII ,Frigate tuna ,5285.0,5268.0,5003.34,11926.3,7147.8099999999995,10160.66,7042.070000000001,6667.57,5385.59,4340.6,3970.06,3918.4399999999996,2771.72,2539.77,1406.89,1172.51,973.7600000000001,501.18999999999994,545.51,666.3000000000001,406.32,623.81,266.73
Region VII ,Goatfish ,2037.0,1039.0,1052.94,267.40999999999997,217.22000000000003,245.37,218.72,201.04,197.31,195.89,193.26999999999998,528.0899999999999,523.0500000000001,496.16,260.52,60.413333333333334,21.2,13.309999999999999,,,4.0,,
Region VII ,Grouper ,52.0,114.0,104.59,48.8,30.98,32.379999999999995,27.75,34.7,85.26,59.26,73.37,71.26,9.48,11.386666666666665,18.27,6.029999999999999,7.86,2.1799999999999997,2.2666666666666666,,,,
Region VII ,Hairtail ,8.0,66.0,46.666666666666664,79.75,238.2,230.42000000000002,203.58,144.38,122.03,97.5,100.34,114.33,80.52000000000001,170.9,159.09333333333333,64.34,87.19,13.8,1.8533333333333333,40.373333333333335,104.19999999999999,15.28,5.48
Region VII ,Indian mackerel ,5560.0,4590.0,4595.71,5109.97,1925.6999999999998,1533.8999999999999,1585.13,1063.65,1082.59,971.3199999999999,952.77,1760.6999999999998,1502.4099999999999,1240.56,1550.71,975.87,343.31,254.64000000000001,467.51,361.87,352.83,212.66000000000003,688.9200000000001
Region VII ,Bali sardinella ,5102.0,4055.0,4061.55,2964.71,1882.5500000000002,1347.04,2244.83,2397.3599999999997,1592.25,1719.98,1021.28,791.5799999999999,556.59,710.7199999999999,1553.27,917.87,1494.92,1425.6799999999998,4075.6600000000003,1137.57,862.48,439.54,968.99
Region VII ,Indo-pacific mackerel ,1399.0,1991.0,1988.05,961.93,668.55,401.80999999999995,455.67999999999995,379.72,360.13000000000005,341.45000000000005,386.64,601.5999999999999,449.96,637.3,474.55,681.37,380.28999999999996,196.08,293.14,259.53,98.88999999999999,121.80000000000001,206.43
Region VII ,Mullet ,,,,,99.6,,,,,,,,,,19.08,,,,82.74000000000001,0.92,,,
Region VII ,Parrot fish ,28.0,233.33333333333334,192.8,36.03,44.47,87.53,92.39,175.94,161.48000000000002,112.96000000000001,145.19,152.95,26.630000000000003,41.48,34.413333333333334,9.36,27.200000000000003,33.16,58.32,4.2,5.1,,
Region VII ,Porgies ,220.0,98.66666666666667,88.0,32.666666666666664,7.25,18.42,12.0,11.0,9.3,7.5,9.5,23.46666666666667,3.76,36.6,,59.29333333333333,55.46666666666666,60.346666666666664,60.28,,,,
